
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish,multi-agent sentiment,"Python, Flask, Streamlit, Docker, PostgreSQL"
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish\MindSpider,AI crawler,"Python, Playwright, AsyncIO, MySQL/PostgreSQL, DeepSeek"
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish\ReportEngine\renderers\libs,HTML report rendering,JavaScript
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish\SentimentAnalysisModel\BertTopicDetection_Finetuned,Chinese topic classification,"Python, PyTorch, Transformers, scikit-learn, pandas"
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish\SentimentAnalysisModel\WeiboMultilingualSentiment,multilingual sentiment analysis,"Python, Transformers, PyTorch"
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish\SentimentAnalysisModel\WeiboSentiment_Finetuned\BertChinese-Lora,Weibo sentiment analysis,"Python, Transformers, PyTorch"
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish\SentimentAnalysisModel\WeiboSentiment_Finetuned\GPT2-AdapterTuning,sentiment analysis,"Python, PyTorch, Transformers"
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish\SentimentAnalysisModel\WeiboSentiment_Finetuned\GPT2-AdapterTuning\example,adapter tuning,"Python, HuggingFace Transformers"
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish\SentimentAnalysisModel\WeiboSentiment_Finetuned\GPT2-Lora,sentiment analysis,"Python, PyTorch, Transformers, PEFT"
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish\SentimentAnalysisModel\WeiboSentiment_MachineLearning,Chinese sentiment analysis,"Python, scikit-learn, XGBoost, PyTorch"
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish\SentimentAnalysisModel\WeiboSentiment_SmallQwen,sentiment analysis,"Python, PyTorch, HuggingFace Transformers"
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish\static\Partial README for PDF Exporting,PDF report generation,"Python, GTK, Pango"
C:\Users\AlexJ\Documents\Coding\Repos\BettaFish\tests,log parsing,"Python, pytest"
C:\Users\AlexJ\Documents\Coding\Repos\browser,headless browser,"Zig, V8, Libcurl, html5ever"
C:\Users\AlexJ\Documents\Coding\Repos\codegen,AI code agent,Python
C:\Users\AlexJ\Documents\Coding\Repos\codegen\docs,documentation,"Node.js, Mintlify"
C:\Users\AlexJ\Documents\Coding\Repos\codegen\src\codegen\agents,ai agent interaction,Python
C:\Users\AlexJ\Documents\Coding\Repos\codegen\src\codegen\cli,code generation CLI,Python
C:\Users\AlexJ\Documents\Coding\Repos\codegen\src\codegen\cli\mcp,MCP server,Python
C:\Users\AlexJ\Documents\Coding\Repos\codegen\src\codegen\git,git operations,TypeScript
C:\Users\AlexJ\Documents\Coding\Repos\codegen\src\codegen\shared,shared utilities,Standard library
C:\Users\AlexJ\Documents\Coding\Repos\codegen\src\codegen\shared\compilation,code sandboxing,Python
C:\Users\AlexJ\Documents\Coding\Repos\codegen\tests\shared,test utilities,Unknown
C:\Users\AlexJ\Documents\Coding\Repos\convert,universal file converter,"Bun, Vite, TypeScript, Docker, Puppeteer"
C:\Users\AlexJ\Documents\Coding\Repos\convert\src\handlers\libopenmpt,audio format handler,C/C++
C:\Users\AlexJ\Documents\Coding\Repos\convert\src\handlers\lzh,LZH archive handler,TypeScript
C:\Users\AlexJ\Documents\Coding\Repos\convert\src\handlers\midi,MIDI handling,"JavaScript, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookie-cutter-quarto-book-manuscript,Quarto book template,"Quarto, Python, Make"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter,project scaffolding,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter\docs,project scaffolding,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter\tests\fake-repo-dict\{{cookiecutter.project_slug}},documentation generator,"Python, Jinja2"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter\tests\fake-repo-replay\{{cookiecutter.repo_name}},project scaffolding,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter\tests\test-generate-copy-without-render\{{cookiecutter.repo_name}}\{{cookiecutter.repo_name}}-rendered,cookiecutter template,Jinja2
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter\tests\test-generate-copy-without-render-override\{{cookiecutter.repo_name}}\{{cookiecutter.repo_name}}-rendered,placeholder,unspecified
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-data-science,data science scaffolding,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-data-science\docs,documentation generation,"Python, mkdocs"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-data-science\{{ cookiecutter.repo_name }},data science project template,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-data-science\{{ cookiecutter.repo_name }}\docs\mkdocs,docs generation,"Python, MkDocs"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-django,Django project template,"Python, Django"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-django\{{cookiecutter.project_slug}},web application,"Python, Django"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-django\{{cookiecutter.project_slug}}\locale,Django i18n,"Python, Django"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-django-rest,Django REST API scaffolding,"Python, Django, Django REST Framework, PostgreSQL, Docker"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-django-rest\{{cookiecutter.github_repository_name}},Django REST,"Python, Django, Docker"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-fastapi,FastAPI boilerplate,"Python, FastAPI, Jinja2"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-fastapi\sample\pregnancy-model,pregnancy prediction,"Python, FastAPI"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-fastapi\{{cookiecutter.project_slug}},ML inference API,"Python, FastAPI"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-flask,Flask template,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-flask\{{cookiecutter.app_name}},web application,"Python, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-flask-restful,REST API template,"Python, Flask, SQLAlchemy, Marshmallow, JWT"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-hypermodern-python,Python project template,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-hypermodern-python\{{cookiecutter.project_name}},cookiecutter template,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-poetry,Python project template,"Python, Poetry, GitHub Actions"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-poetry\{{cookiecutter.project_name}},Python project template,"Python, Poetry, MkDocs, GitHub Actions"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-pypackage-poetry,cookiecutter template,"Python, Poetry, Travis"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-pypackage-poetry\example,example project,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-pypackage-poetry\{{ cookiecutter.project_name }},cookiecutter template,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-python-package,Python package template,"Python, uv, Nox, pytest, ruff, typeguard, ty, Quarto, GitHub Actions"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-python-package\{{ cookiecutter.repo_name }},project template,
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-python-uv-boilerplate,cookiecutter template,"Python, uv, direnv, prek, pytest, GitHub Actions"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-python-uv-boilerplate\{{cookiecutter.project_slug}},cookiecutter template,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-research-project,research project scaffolding,"Python, Quarto, UV, Makefile"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-research-project\{{ cookiecutter.repo_name }},data science template,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-uv,Python project template,"Python, uv, GitHub Actions, pre-commit, ruff, mypy, pytest, MkDocs, Docker"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\cookiecutter-uv\{{cookiecutter.project_name}},Python package template,"Python, uv, MkDocs, GitHub Actions"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\django-react-boilerplate,django react,"Python, Django, React, TypeScript, Tailwind"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\dockerfile-cookiecutter,cookiecutter template,Python
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\dockerfile-cookiecutter\{{cookiecutter.project_name}},project scaffolding,unspecified
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\pipeline-template,project scaffolding,"Python, Makefile"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\pipeline-template\{{ cookiecutter.repo_name }},preprocessing pipeline,"Python, FastAPI"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\pipeline-template\{{ cookiecutter.repo_name }}\sample-docs,sample documents,Make
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\pixi-cookiecutter,cookiecutter template,"Python, pixi, direnv, ruff, ty, pytest"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\pixi-cookiecutter\{{cookiecutter.package_name}},Python package template,"Python, Pixi"
C:\Users\AlexJ\Documents\Coding\Repos\cookiecutter-repos\poetry-cookiecutter,Python scaffolding,Python
C:\Users\AlexJ\Documents\Coding\Repos\Cortesia,neuromorphic knowledge graph,"Rust, WebAssembly"
C:\Users\AlexJ\Documents\Coding\Repos\Cortesia\crates\neuromorphic-core\src\spiking_column,spiking cortical columns,Rust
C:\Users\AlexJ\Documents\Coding\Repos\Cortesia\docs\allocationplan\Phase0,neuromorphic foundation,Rust
C:\Users\AlexJ\Documents\Coding\Repos\Cortesia\docs\allocationplan\Phase10,advanced algorithm implementation,Python
C:\Users\AlexJ\Documents\Coding\Repos\Cortesia\docs\allocationplan\Phase11,Production Features,"Rust, Docker, Prometheus/Grafana"
C:\Users\AlexJ\Documents\Coding\Repos\Cortesia\docs\allocationplan\Phase2,neuromorphic allocation,"C++, ruv-FANN"
C:\Users\AlexJ\Documents\Coding\Repos\Cortesia\docs\allocationplan\Phase5,temporal versioning,Python
C:\Users\AlexJ\Documents\Coding\Repos\Cortesia\docs\allocationplan\Phase6,truth maintenance,Rust
C:\Users\AlexJ\Documents\Coding\Repos\Cortesia\docs\allocationplan\Phase8,MCP server,Rust
C:\Users\AlexJ\Documents\Coding\Repos\Cortesia\model_weights,model weights storage,None
C:\Users\AlexJ\Documents\Coding\Repos\Cortesia\vectors\plandocs,code vector search,"Rust, LanceDB"
C:\Users\AlexJ\Documents\Coding\Repos\Darwin-Gödel-Machine,Self-Improving Agents,Python
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\AI-Trader,AI copy trading platform,"FastAPI, React"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\AI-Trader\service,AI trading API,"Python, FastAPI"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\Auto-Deep-Research,automated deep research,Python
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\Auto-Deep-Research\autoagent\environment\cookie_json,cookie conversion,Python
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\DeepCode,multi-agent coding,"Python, Node.js, React"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\DeepCode\nanobot,personal AI assistant,Python
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\DeepCode\nanobot\nanobot\skills,skill system,Python
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\DeepCode\new_ui,AI code generation,"Python, React, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\DiffGraph,Heterogeneous Graph Diffusion,"Python, PyTorch, DGL"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\LightRAG,retrieval augmented generation,Python
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\LightRAG\k8s-deploy,rag deployment,Python
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\LightRAG\k8s-deploy\databases,Kubernetes database management,"Bash, Helm"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\LightRAG\lightrag\api,RAG system,"Python, React"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\LightRAG\lightrag\evaluation\sample_documents,RAG evaluation,Markdown
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\LightRAG\lightrag\tools\lightrag_visualizer,3D graph visualization,"imgui_bundle, ModernGL, NetworkX, NumPy, community"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\LightRAG\lightrag_webui,React web interface,"React, Vite"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\MiniRAG,lightweight RAG,Python
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\MiniRAG\dataset\LiHua-World,RAG dataset,N/A
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\MiniRAG\minirag\api,RAG API,"Python, FastAPI"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\MiniRAG\minirag\api\static,web UI,"HTML, CSS, JavaScript"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\myDeepCode,multi-agent code generation,"Python, Streamlit"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\RAG-Anything,multimodal RAG,Python
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\RecDiff,social recommendation,"Python, PyTorch, DGL"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\RecLM,recommendation instruction tuning,"Python, PyTorch, HuggingFace Transformers"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\RecLM\data,news recommendation,Python
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\RecLM\llm\ft_models,LLM recommendation,"Python, Hugging Face Transformers, PyTorch"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\VideoRAG,video chatbot,"Python, Electron"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\VideoRAG\VideoRAG-algorithm,video RAG,"Python, PyTorch"
C:\Users\AlexJ\Documents\Coding\Repos\deepcode-repos\VideoRAG\Vimo-desktop,video chat,"Python, React"
C:\Users\AlexJ\Documents\Coding\Repos\deer-flow,super agent harness,"Python, LangChain, LangGraph, Node.js, Docker"
C:\Users\AlexJ\Documents\Coding\Repos\deer-flow\backend,multi-agent system,"Python, LangGraph, LangChain, FastAPI"
C:\Users\AlexJ\Documents\Coding\Repos\deer-flow\backend\docs,backend service,Python
C:\Users\AlexJ\Documents\Coding\Repos\deer-flow\docker\provisioner,Sandbox Provisioner,"Python, FastAPI, Kubernetes"
C:\Users\AlexJ\Documents\Coding\Repos\agency-agents\integrations\aider,AI agent integration,"Shell, Markdown"
C:\Users\AlexJ\Documents\Coding\Repos\agency-agents\integrations\antigravity,Antigravity skill integration,"Bash, Markdown"
C:\Users\AlexJ\Documents\Coding\Repos\agency-agents\integrations\claude-code,Claude Code agents,"Bash, Markdown, YAML"
C:\Users\AlexJ\Documents\Coding\Repos\agency-agents\integrations\cursor,Cursor rule generator,Shell
C:\Users\AlexJ\Documents\Coding\Repos\deer-flow\frontend,AI chat frontend,"Next.js, React, Tailwind CSS, LangGraph SDK, Vercel AI Elements"
C:\Users\AlexJ\Documents\Coding\Repos\duh (consensus),multi-model consensus,Python
C:\Users\AlexJ\Documents\Coding\Repos\everything-claude-code,agent harness optimization,JavaScript
C:\Users\AlexJ\Documents\Coding\Repos\everything-claude-code\.claude-plugin,Claude Code plugin,"JSON, Shell"
C:\Users\AlexJ\Documents\Coding\Repos\everything-claude-code\.opencode,multi-agent scaffolding,TypeScript
C:\Users\AlexJ\Documents\Coding\Repos\everything-claude-code\docs\ja-JP,Claude Code configuration,"TypeScript, Shell"
C:\Users\AlexJ\Documents\Coding\Repos\everything-claude-code\docs\ko-KR,AI agent harness,"TypeScript, Shell"
C:\Users\AlexJ\Documents\Coding\Repos\everything-claude-code\docs\zh-CN,AI agent optimization,"TypeScript, Shell"
C:\Users\AlexJ\Documents\Coding\Repos\everything-claude-code\docs\zh-TW,Claude Code plugin,"TypeScript, Shell, Go"
C:\Users\AlexJ\Documents\Coding\Repos\everything-claude-code\hooks,code quality hooks,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\everything-claude-code\plugins,plugin manager,unspecified
C:\Users\AlexJ\Documents\Coding\Repos\everything-claude-code\rules,multilanguage rules,"Bash, Markdown"
C:\Users\AlexJ\Documents\Coding\Repos\everything-claude-code\skills\visa-doc-translate,visa translation,Python
C:\Users\AlexJ\Documents\Coding\Repos\goose,AI agent,Rust
C:\Users\AlexJ\Documents\Coding\Repos\goose\crates\goose-mcp,MCP testing,"Rust, Node"
C:\Users\AlexJ\Documents\Coding\Repos\goose\documentation,documentation site,"Docusaurus, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\goose\documentation\automation,Documentation Automation,"Shell, Python"
C:\Users\AlexJ\Documents\Coding\Repos\goose\documentation\blog,documentation,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\goose\evals\open-model-gym,agent testing,"TypeScript, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\goose\examples\mcp-wiki,Wikipedia article fetcher,Python
C:\Users\AlexJ\Documents\Coding\Repos\goose\npm,cross-platform npm binary packages,"Rust, npm, shell"
C:\Users\AlexJ\Documents\Coding\Repos\goose\scripts,benchmark runner,Bash
C:\Users\AlexJ\Documents\Coding\Repos\goose\scripts\provider-error-proxy,error injection,"Python, aiohttp"
C:\Users\AlexJ\Documents\Coding\Repos\goose\ui\desktop,desktop application,"Electron, React"
C:\Users\AlexJ\Documents\Coding\Repos\goose\ui\text,ACP TUI,"Rust, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\ii-repos\ii-agent,AI agent platform,"Python, Node.js, React, Docker"
C:\Users\AlexJ\Documents\Coding\Repos\ii-repos\ii-agent\frontend,AI agent UI,"Next.js, React, TypeScript, Tailwind CSS"
C:\Users\AlexJ\Documents\Coding\Repos\ii-repos\II-Commons,collaborative knowledge base,"Python, PostgreSQL"
C:\Users\AlexJ\Documents\Coding\Repos\ii-repos\II-Commons\commons-store,semantic search API,"Python, FastAPI, DuckDB"
C:\Users\AlexJ\Documents\Coding\Repos\ii-repos\II-Commons\examples,multimodal search,"Python, Docker"
C:\Users\AlexJ\Documents\Coding\Repos\ii-repos\ii-researcher,deep search agent,"Python, Next.js"
C:\Users\AlexJ\Documents\Coding\Repos\ii-repos\ii-thought,reinforcement learning,"Python, PyTorch, Huggingface, Docker, FastAPI"
C:\Users\AlexJ\Documents\Coding\Repos\ii-repos\ii-thought\rl_verifier,LLM verification,"Python, FastAPI"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\aiAPIkeys,API key manager,"HTML, CSS, JavaScript"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\arxiv_aggregator,arXiv aggregator,Python
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\AutoGrok,coming soon,unspecified
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\autogroq-moa,Mixture-of-Agents chatbot,"Python, Streamlit, Groq"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\AutogroqAgent,Autonomous agent demo,"Python, Streamlit, PocketGroq"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\AutogroqAgent\.pytest_cache,pytest caching,"Python, pytest"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\AutoGroq_v1,AI agent orchestration,"Python, Streamlit, Autogen"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\Claude-analyzer,prompt generator,"JavaScript, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\DoMyBidding,task automation,Unknown
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\Grompt_plugin,prompt optimization chrome extension,"JavaScript, HTML"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\Grompt_plugin\Grompt,prompt optimization,"Python, Streamlit"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\GroqApiLibrary,AI API client,"C#, .NET"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\GroqCasters,podcast generation,"Python, PocketGroq, Bark"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\groqcrawl,web scraping,"Python, Streamlit"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\Groqqle,ai search engine,"Python, Streamlit, Flask"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\Groquments,AI field mapping,"Python, PocketGroq, python-docx"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\jBark,speech synthesis,"Python, PyTorch"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\jBrush,screen annotation,".NET 8.0, WPF"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\jdocmunch-mcp,section retrieval,Python
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\jPaste,code merging,TypeScript
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\MiniGroqqle,web search,"Python, Requests, BeautifulSoup4"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\OpenAI-AgentsSDK-GUI,AI agent builder,"React, Material UI, OpenAI Agents SDK"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\pocketgroq,vision speech agent,Python
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\pocketgroq-addons,AI research add-ons,"Python, PyTorch, Transformers"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\pocketgroq-addons\FEPS,interpretable decision making,Python
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\pocketgroq-addons\keyphrase-extraction,keyphrase extraction,"Python, PyTorch, Transformers"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\pocketgroq-addons\literature-review,automated literature review,"Python, PyPDF2, PocketGroq"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\pocketgroq-addons\PDDL-plan-generation,PDDL plan generation,Python
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\pocketgroq-addons\proactive-autonomous-agent,proactive agent,"Python, Groq"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\PocketgroqPKE,procedural knowledge extraction,"Python, PocketGroq, PyPDF2, Graphviz"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\Py2md,LLM context generator,C#
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\ReverseVideo,video reversal CLI,"Python, FFmpeg"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\shugok-ai,AI research summarizer,"Python, Streamlit, BeautifulSoup4"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\shugok-ai\sln2md,solution to markdown,Python
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\so_long_sucker\frontend,React Vite starter,"React, TypeScript, Vite"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\StrawberryGroq,chain-of-thought reasoning,"Python, Streamlit"
C:\Users\AlexJ\Documents\Coding\Repos\j-gravelle-repos\TokenMyzer,Prompt Optimizer,"Python, Streamlit"
C:\Users\AlexJ\Documents\Coding\Repos\magentic-ui,human-centered AI agent,"Python, React, Docker"
C:\Users\AlexJ\Documents\Coding\Repos\magentic-ui\experiments\eval,AI agent,Python
C:\Users\AlexJ\Documents\Coding\Repos\magentic-ui\frontend,Gatsby UI,"Gatsby, TailwindCSS, React"
C:\Users\AlexJ\Documents\Coding\Repos\magentic-ui\samples,AI agent samples,Python
C:\Users\AlexJ\Documents\Coding\Repos\masfactory-repos\MASFactory,multi-agent orchestration,"Python, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\masfactory-repos\MASFactory\masfactory-visualizer,workflow visualizer,"TypeScript, HTML/CSS"
